id,name,category,subtype,latitude,longitude,description,official_url,significant_date,date_type,year,image_url,image_credit,image_license,source,source_id,source_url,data_license,last_fetched,county,city,address,region,water_body,tags
historical_marker:mi-dnr-markers:mhc502001005,Milk River Settlement,historical_marker,,42.454454000000055,-82.87648099999996,"Milk River Settlement
The strip of land at the mouth of the Milk River was named Pointe a Guignolet for a grape-like berry that the French fermented into brandy. It later became known as Gaukler Point. The 1702 map of Lac Sainte Claire, attributed to Detroit founder Antoine de la Mothe, Sieur de Cadillac, shows an Ottawa village near the Milk River. This is the earliest documented settlement at the point. As early as 1796 some thirty French families lived in the same vicinity. Well into the nineteenth century the Milk River Settlement was called L’Anse Creuse (Deep Bay). At one time part of Erin Township and, later, Lake Township, the community was incorporated as the village of St. Clair Shores in 1925 and became a city in 1951.",,2001,erected,2001,,,,MI-DNR-Markers,MHC502001005,https://services3.arcgis.com/Jdnp1TjADvSDxMAX/arcgis/rest/services/Historical_Markers_Public_View/FeatureServer/0/query?where=OBJECTID=944,Michigan open data (Michigan DNR; attribution requested),2026-06-14T16:49:07.111764+00:00,Macomb,St. Clair Shores,West Side of Jefferson Ave at Milk River Bridge,Southeast,,
historical_marker:mi-dnr-markers:mhc131976039,Schuler's,historical_marker,,42.27181800000005,-84.96120199999996,"Schuler's
A hotel or inn has occupied this site since 1870. Here stood the Exchange, which became the Johnson House in 1892. The Painter family erected the present brick building in 1895 then known as the Royal. Albert W. Schuler Sr. purchased the hotel in 1924 and renamed it the Schuler. Ten years later the edifice became a restaurant, which the Schuler family continues to operate. Located in a city noted for its wealth of historic buildings, Schuler’s features a longstanding tradition of fine food.",,1977,erected,1977,,,,MI-DNR-Markers,MHC131976039,https://services3.arcgis.com/Jdnp1TjADvSDxMAX/arcgis/rest/services/Historical_Markers_Public_View/FeatureServer/0/query?where=OBJECTID=945,Michigan open data (Michigan DNR; attribution requested),2026-06-14T16:49:07.111764+00:00,Calhoun,Marshall,115 South Eagle Street,Southwest,,
historical_marker:mi-dnr-markers:mhc291985005,Michigan Masonic Home,historical_marker,,43.38934400000005,-84.66673999999995,"Michigan Masonic Home
In November 1885 the Michigan Masonic Home Association was established to raise funds for a home and health care facility for aged Masons. In 1891 Michigan’s first Masonic Home, located on Reed’s Lake near Grand Rapids, was opened. When fire destroyed it in 1910, Alma businessman and philanthropist Ammi W. Wright donated the former Alma Sanitarium as a replacement. The Masons used that structure for twenty years. In 1929 the Masons began construction of a new home on this 116-acre site. The first residents moved into the new facility in 1931. Since 1931 several additions have combined to create this diverse residential and nursing care facility operated by the Grand Lodge of Free and Accepted Masons of Michigan.",,1986,erected,1986,,,,MI-DNR-Markers,MHC291985005,https://services3.arcgis.com/Jdnp1TjADvSDxMAX/arcgis/rest/services/Historical_Markers_Public_View/FeatureServer/0/query?where=OBJECTID=946,Michigan open data (Michigan DNR; attribution requested),2026-06-14T16:49:07.111764+00:00,Gratiot,Alma,1200 Wright Ave,Central,,
historical_marker:mi-dnr-markers:mhc251994007,Berston Field House and Playground,historical_marker,4,43.04625500000003,-83.69369100099999,"Berston Field House and Playground
Berston Field House and Playground has served Flint citizens as an important recreation center since it opened in 1923. Designed by the Cambridge, Massachusetts, city planning firm of John Nolen, it was developed on land deeded to the city of Flint by members of the Neil J. Berston family in 1920. The field house contained an auditorium, a gymnasium, a swimming pool, community meeting rooms, and a branch of the public library. At Berston people participated in sports, exercised, performed, and learned new skills. During the mid-1930s, Berston became the first community center in Flint to admit African Americans living in the surrounding neighborhood. Berston Field House and Playground remains a significant part of the neighborhood.",,1994,erected,1994,,,,MI-DNR-Markers,MHC251994007,https://services3.arcgis.com/Jdnp1TjADvSDxMAX/arcgis/rest/services/Historical_Markers_Public_View/FeatureServer/0/query?where=OBJECTID=947,Michigan open data (Michigan DNR; attribution requested),2026-06-14T16:49:07.111764+00:00,Genesee,Flint,3300 N. Saginaw St.,East/Thumb,,
historical_marker:mi-dnr-markers:mhc251981051,Masonic Temple / Masonic Temple,historical_marker,,43.01335400000005,-83.68848700099994,"Masonic Temple
Dating from medieval times, Freemasonry is likely the world´s oldest fraternity. Freemasonry dates from 1848 in Flint. Completed in 1911, this building has housed lodges including Flint 23, Fellowship 490, Genesee 174, Charles A. Durand 533, Morningstar 556, the Shriners, York Rite, Scottish Rite, Order of the Eastern Star, and other Masonic bodies that devote themselves to charitable works that benefit the Flint Community.

Masonic Temple
Many of Flint´s most prominent citizens have been Masons. The city´s ""new"" Masonic temple was dedicated in 1911 with great fanfare. Since then the building has been the site of many Masonic and civic events.  Non-Masonic groups also held regular meetings at the temple. The Flint Old Newsboys held its organizational meeting here in 1924. In 1947 the Battiste family opened the Temple Dining Room, which became a popular restaurant and venue for benefit dinners.",,2005,erected,2005,https://services3.arcgis.com/Jdnp1TjADvSDxMAX/arcgis/rest/services/Historical_Markers_Public_View/FeatureServer/0/948/attachments/1049,Michigan History Center,Michigan DNR Open Data,MI-DNR-Markers,MHC251981051,https://services3.arcgis.com/Jdnp1TjADvSDxMAX/arcgis/rest/services/Historical_Markers_Public_View/FeatureServer/0/query?where=OBJECTID=948,Michigan open data (Michigan DNR; attribution requested),2026-06-14T16:49:07.111764+00:00,Genesee,Flint,755 S. Saginaw St.,East/Thumb,,
historical_marker:mi-dnr-markers:mhc091956051,Bay City,historical_marker,4,43.597529000000065,-83.89062999999999,"Bay City
Although French explorers had visited this area in the 1600s, a permanent white settlement occurred only in the 1830s. During the Civil War period the lumber industry developed, reaching its peak in 1882. When the lumbermen left, coal mining, fishing, shipbuilding, and the production of beet sugar provided the basis for Bay City's economic growth.",,1956,erected,1956,https://services3.arcgis.com/Jdnp1TjADvSDxMAX/arcgis/rest/services/Historical_Markers_Public_View/FeatureServer/0/949/attachments/1050,Michigan History Center,Michigan DNR Open Data,MI-DNR-Markers,MHC091956051,https://services3.arcgis.com/Jdnp1TjADvSDxMAX/arcgis/rest/services/Historical_Markers_Public_View/FeatureServer/0/query?where=OBJECTID=949,Michigan open data (Michigan DNR; attribution requested),2026-06-14T16:49:07.111764+00:00,Bay,Bay City,"Sixth Street, Wenonah Park",Central,,
historical_marker:mi-dnr-markers:mhc741971008,Fort Gratiot Light,historical_marker,,43.00571800000006,-82.42360100099995,"Fort Gratiot Light
This lighthouse, oldest in Michigan, was built in 1829 to replace a tower destroyed by a storm. Lucius Lyon, the builder, was deputy surveyor general of the Northwest Territory and later a United States senator from Michigan. In the 1860s workers extended the tower to its present height of eighty-six feet. The light, automated in 1933, continues to guide shipping on Lake Huron into the narrow and swift-flowing St. Clair River.",,1971,erected,1971,,,,MI-DNR-Markers,MHC741971008,https://services3.arcgis.com/Jdnp1TjADvSDxMAX/arcgis/rest/services/Historical_Markers_Public_View/FeatureServer/0/query?where=OBJECTID=950,Michigan open data (Michigan DNR; attribution requested),2026-06-14T16:49:07.111764+00:00,St. Clair,Port Huron,2750 Omar Street,East/Thumb,,Lighthouse;Maritime Heritage
historical_marker:mi-dnr-markers:mhc331984038,Morgan B. Hungerford House,historical_marker,1,42.73610300000007,-84.56029699999993,"Morgan B. Hungerford House
This Late Victorian house, designed by Darius B. Moon, was built by Morgan B. Hungerford in 1880. Hungerford (1830-1903) had arrived in the area in 1858. He farmed a large tract of land in what is now west Lansing and served one term as justice of the peace for Lansing Township. In 1958 Lansing realtor Marguerite Moore restored the house as a residence and office. It became an administrative office building of Blue Cross and Blue Shield of Michigan in 1984.",,1987,erected,1987,https://services3.arcgis.com/Jdnp1TjADvSDxMAX/arcgis/rest/services/Historical_Markers_Public_View/FeatureServer/0/951/attachments/1051,Michigan History Center,Michigan DNR Open Data,MI-DNR-Markers,MHC331984038,https://services3.arcgis.com/Jdnp1TjADvSDxMAX/arcgis/rest/services/Historical_Markers_Public_View/FeatureServer/0/query?where=OBJECTID=951,Michigan open data (Michigan DNR; attribution requested),2026-06-14T16:49:07.111764+00:00,Ingham,Lansing,602 West Ionia,Central,,
nrhp_site:nrhp:98001083,Masonic Temple Building,nrhp_site,building,42.736099077,-84.48033260499994,"Masonic Temple
Local Masons organized in 1915 and promptly hired Lansing architect Samuel D. Butterworth, a fellow Mason, to design a meeting hall. Butterworth rejected the practice of designing Masonic halls as elaborate classical temples, and instead blended simple Neoclassical detailing with elements of the popular Commercial style. Upon its completion in 1916, the Masonic Temple was one of only a few buildings in “downtown” East Lansing. The Masons sold the hall in 1986 and the interior was subsequently demolished. In 1998 the Chappelle Development Company purchased and rehabilitated the building as office and residential space. The Masonic Temple remains one of the city’s important landmarks and is listed in the National Register of Historic Places.",https://catalog.archives.gov/id/25339477,2012,listed,2012,,,,NRHP,98001083,https://services2.arcgis.com/FiaPA4ga0iQKduv3/arcgis/rest/services/nrhp_points_v1/FeatureServer/0/query?where=NRIS_Refnum='98001083',"Public domain (U.S. Government work, NPS)",2026-06-14T16:49:07.116232+00:00,Ingham,East Lansing,314 M.A.C. Ave.,Central,,also_historical_marker
nrhp_site:nrhp:07001490,Presque Isle Lodge,nrhp_site,building,45.30204185100012,-83.47695086099998,"Presque Isle Lodge
Newell Avery Eddy Jr. (1880-1940) had the Presque Isle Lodge built around 1920, when the construction of what would become US-23 opened the area around Grand Lake to tourism and recreation. The lodge, placed in the National Register of Historic Places in 2008, is an example of rustic architecture popular in Michigan in the first half of the twentieth century. During this time Michigan’s lumber industry became a leading manufacturer of rustic-styled board-and-batten siding and rough-hewn logs. Responding to the rapid urbanization transforming American life in the late nineteenth century, and associated with healthy living, wilderness and leisure activities, the rustic style was regularly employed by the National Park Service.

Presque Isle Lodge
Newell Avery Eddy Jr., who built the Presque Isle Lodge, was born in Bay City in 1880 to a lumbering family that had relocated from Maine to Michigan’s Saginaw Valley in the early 1850s. In addition to the Eddy Brothers and Company lumber operation, the family’s business interests included Michigan mines and Great Lakes shipping. Eddy believed this lodge, constructed without the aid of electricity, exemplified the “pioneer spirit and artistic taste” of his New England ancestors. The resort’s furnishings were built exclusively for the lodge in a small shop to its rear. They were so popular with guests that shortly after the lodge opened Eddy formed Habitant Shops, Inc. to meet the demand for the knotty pine furniture.",https://catalog.archives.gov/id/25340402,2012,listed,2012,,,,NRHP,07001490,https://services2.arcgis.com/FiaPA4ga0iQKduv3/arcgis/rest/services/nrhp_points_v1/FeatureServer/0/query?where=NRIS_Refnum='07001490',"Public domain (U.S. Government work, NPS)",2026-06-14T16:49:07.116232+00:00,Presque Isle,Presque Isle,8211 E. Grand Lake Rd.,Northeast,,also_historical_marker
historical_marker:mi-dnr-markers:mhc821976032,Wheeler Center,historical_marker,,42.34690800000004,-83.04659499999997,"Wheeler Center
In 1919 Leon “Toy” Wheeler of Indianapolis, Indiana, became the first black recreation worker employed by the city of Detroit. Seven years later the Detroit Recreation Department acquired a building at Vernor Highway and Hastings Street which Wheeler managed. Knowledge of sports and leadership qualities made him an excellent choice for the job. In high school Wheeler had received four sports awards and then went on to become an outstanding college athlete. Wheeler was in charge of the Brewster Center, which opened in 1929 in this two-story red brick building. Featuring a well-rounded athletic program, the center made significant progress in basketball, swimming, tennis, boxing, and other sports. Today this organization, known as the Wheeler Center, is a pioneer in programs for the elderly.",,1978,erected,1978,,,,MI-DNR-Markers,MHC821976032,https://services3.arcgis.com/Jdnp1TjADvSDxMAX/arcgis/rest/services/Historical_Markers_Public_View/FeatureServer/0/query?where=OBJECTID=954,Michigan open data (Michigan DNR; attribution requested),2026-06-14T16:49:07.111764+00:00,Wayne,Detroit,637 Brewster St,Southeast,,African-American History
historical_marker:mi-dnr-markers:mhc191976049,Gunnisonville/Gunnisonville,historical_marker,5,42.812857000000065,-84.52292599999998,"Gunnisonville
Purchasing 160 acres of farmland from the government, Elihu Gunnison first settled this site, originally known as Gunnison, in 1835. This settlement, which its inhabitants often called “four corners,” had a general store owned and operated by Boyden Hubbard. After being appointed postmaster, Hubbard opened the Gunnisonville Post Office in 1891 and operated it in his store. In 1901 rural mail service was initiated in this vicinity, and the old post office was discontinued. In [the] spring of 1890 the townspeople established the community band, which performed for religious, educational and social gatherings; the following year, a bandstand was erected. During the later part of that decade, the Gunnisonville Band participated in several state band tournaments.

Gunnisonville
The Gunnisonville School was initially a center for social, religious and educational activities. It served as a school for nearly a century and a quarter, first being established in 1836 and continuing to operate, though only as a kindergarten in later years, until 1963. The present one-room schoolhouse, the fourth to stand on this site, was constructed in 1907. It was refurbished as a living educational museum by the joint efforts of the Gunnisonville Restoration Committee and the Lansing School District in 1975. The Methodist Episcopal Church, now the United Methodist Church, was organized in 1862. Seven years prior to this, the local cemetery was established. In 1888 the present church edifice was completed and dedicated on November 4.",,1979,erected,1979,,,,MI-DNR-Markers,MHC191976049,https://services3.arcgis.com/Jdnp1TjADvSDxMAX/arcgis/rest/services/Historical_Markers_Public_View/FeatureServer/0/query?where=OBJECTID=955,Michigan open data (Michigan DNR; attribution requested),2026-06-14T16:49:07.111764+00:00,Clinton,Dewitt Township,14000 Wood Road,Central,,
historical_marker:mi-dnr-markers:mhc382006016,Camp Blair,historical_marker,,42.25224300000008,-84.42962499999999,"Camp Blair
During the Civil War (1861-1865) one of Michigan’s military headquarters was in Jackson.  Camp Blair was planned in 1863 as a draft rendezvous point and as a center for convalescing troops.  Named for incumbent governor Austin Blair, a Jackson resident, it was built on this site to house 2,500 soldiers.  The 11-acre camp comprised offices, a hospital, barracks, and store-houses.  The first troops arrived during the spring of 1864.  In the year following the war over 22,000 Michigan troops returned home via Camp Blair.  The June 27, 1866 Jackson Weekly Citizen reported demolition at the camp stating:  “It will only be remembered among the histories of the Great Rebellion.”  The location of Camp Blair was lost until members of the Sons of Union Veterans researched the site in 2006.",,2007,erected,2007,https://services3.arcgis.com/Jdnp1TjADvSDxMAX/arcgis/rest/services/Historical_Markers_Public_View/FeatureServer/0/956/attachments/1059,Michigan History Center,Michigan DNR Open Data,MI-DNR-Markers,MHC382006016,https://services3.arcgis.com/Jdnp1TjADvSDxMAX/arcgis/rest/services/Historical_Markers_Public_View/FeatureServer/0/query?where=OBJECTID=956,Michigan open data (Michigan DNR; attribution requested),2026-06-14T16:49:07.111764+00:00,Jackson,Jackson,1212 Wildwood Ave,Southeast,,Civil War
nrhp_site:nrhp:82002896,Central Woodward Christian Church,nrhp_site,building,42.38173803700004,-83.08046171499996,"Central Woodward Christian Church
The Detroit firm George D. Mason and Company designed this building for the Disciples of Christ in 1927. Although the structure remains relatively unchanged since its completion in 1928, the windows reflect the significant changes that occurred as the building was adapted for use by the predominantly African American Little Rock Baptist Church, which purchased the structure in 1978. In 1990 an extensive campaign began to replace the original colorless windows with stained glass. The south facade contains the African American Pulpit window depicting portraits of black ministers. This is the fourth church occupied by the Little Rock Baptist congregation since it organized in 1936. The church is listed in the National Register of Historic Places.",https://catalog.archives.gov/id/25338589,2012,listed,2012,https://services3.arcgis.com/Jdnp1TjADvSDxMAX/arcgis/rest/services/Historical_Markers_Public_View/FeatureServer/0/957/attachments/1060,Michigan History Center,Michigan DNR Open Data,NRHP,82002896,https://services2.arcgis.com/FiaPA4ga0iQKduv3/arcgis/rest/services/nrhp_points_v1/FeatureServer/0/query?where=NRIS_Refnum='82002896',"Public domain (U.S. Government work, NPS)",2026-06-14T16:49:07.116232+00:00,Wayne,Detroit,9000 Woodward Ave.,Southeast,,also_historical_marker
historical_marker:mi-dnr-markers:mhc131970011,Michigan Central Depot,historical_marker,,42.32196900000008,-85.18305300099996,"Michigan Central Depot
The Michigan Central Railroad Depot opened on July 27, 1888. Rogers and MacFarlane of Detroit designed the depot, one of several Richardsonian Romanesque-style stations the Michigan Central built between Detroit and Chicago in the late nineteenth century. Thomas Edison as well as Presidents William Howard Taft and Gerald Ford visited here. The depot was acquired by the New York Central Railroad in 1918, Penn Central in 1968, and Amtrak in 1970. The depot was listed on the National Register of Historic Places in 1971.",,1989,erected,1989,,,,MI-DNR-Markers,MHC131970011,https://services3.arcgis.com/Jdnp1TjADvSDxMAX/arcgis/rest/services/Historical_Markers_Public_View/FeatureServer/0/query?where=OBJECTID=958,Michigan open data (Michigan DNR; attribution requested),2026-06-14T16:49:07.111764+00:00,Calhoun,Battle Creek,44 N. McCamly Street,Southwest,,
historical_marker:mi-dnr-markers:mhc821978014,Plymouth,historical_marker,,42.372453000000064,-83.46746699999994,"Plymouth
The village of Plymouth was settled in 1825, incorporated in 1867, and became a city in 1932. The Lord Mayor of Plymouth, England, came here in July 1967 to celebrate the centennial of Plymouth, Michigan’s incorporation as a village. He and his aides presented this piece of rock from Plymouth, England, to the citizens of Plymouth, Michigan, some of whom are descendants of the Pilgrims. This rock, taken from the Plymouth harbor from where the Mayflower sailed in 1620, stands as a symbol of friendship between the two cities.",,2016,erected,2016,,,,MI-DNR-Markers,MHC821978014,https://services3.arcgis.com/Jdnp1TjADvSDxMAX/arcgis/rest/services/Historical_Markers_Public_View/FeatureServer/0/query?where=OBJECTID=959,Michigan open data (Michigan DNR; attribution requested),2026-06-14T16:49:07.111764+00:00,Wayne,Plymouth,201 South Main Street,Southeast,,
historical_marker:mi-dnr-markers:mhc821973022,Old Van Buren Township Hall,historical_marker,,42.20835600000004,-83.49072699999994,"Old Van Buren Township Hall
Van Buren Township was organized out of Huron Township by an act of the Legislative Council of the Territory of Michigan in 1835. Township business was conducted from homes until this building was completed in 1875. The original plans called for a one-story structure; however, shortly after construction began, the local Grange offered to pay for a second story to be used for its meetings. In a special election, township voters accepted the proposal. As the Grange declined in popularity, the second floor became a community meeting hall. For a short time during the 1930s, the basement served as a jail. In 1952 the Grange relinquished its portion to the township. The building served as the township hall until 1959.",,1983,erected,1983,,,,MI-DNR-Markers,MHC821973022,https://services3.arcgis.com/Jdnp1TjADvSDxMAX/arcgis/rest/services/Historical_Markers_Public_View/FeatureServer/0/query?where=OBJECTID=960,Michigan open data (Michigan DNR; attribution requested),2026-06-14T16:49:07.111764+00:00,Wayne,Belleville,405 Main St,Southeast,,
historical_marker:mi-dnr-markers:mhc381984011,Austin Blair / Austin Blair,historical_marker,,42.24293000000006,-84.40937300099995,"Austin Blair
For over a half century, Civil War governor Austin Blair (1818-1894) was a resident of this city.  Born in Tompkins County, New York, Blair moved to Jackson in 1841.  He began his law practice and was admitted to the Michigan bar in October of that year. After a brief residence in Eaton Rapids (1842-1844), he returned to Jackson. Originally a Whig, Blair joined the Free Soil Party in 1848. In 1854 he was a leader of the over three thousand delegates who met in Jackson and founded the Republican party, the immediate goal of which was to stop the further extension of slavery in the territories.  Blair served as a delegate to the Republican National Convention in Philadelphia in 1856 and chaired the Michigan delegation at the national convention in Chicago in 1860. In 1860 and again in 1862 he was elected governor of Michigan on the Republican ticket.

Austin Blair
Austin Blair Began his political career in Eaton Rapids, where he was elected Eaton County clerk in 1842. As a member of the Michigan House of Representatives (1846-1849), he served on the Judiciary Committee and was a leading supporter of the 1846 law to abolish capital punishment. He also introduced legislation to enfranchise black citizens. He was elected Jackson County prosecutor in 1852, and served in the state senate from 1855 to 1856. Elected governor in 1860 and in 1862, Blair personally raised about $100,000 to organize and equip the 1st Michigan Volunteer Infantry Regiment, which was the first western force to respond to Lincoln’s call for troops. During the close of his active political life, Blair was a United States Congressman (1867-1873) and a University of Michigan regent (1882-1890). He died in Jackson in 1894.",,1984,erected,1984,https://services3.arcgis.com/Jdnp1TjADvSDxMAX/arcgis/rest/services/Historical_Markers_Public_View/FeatureServer/0/961/attachments/1061,Michigan History Center,Michigan DNR Open Data,MI-DNR-Markers,MHC381984011,https://services3.arcgis.com/Jdnp1TjADvSDxMAX/arcgis/rest/services/Historical_Markers_Public_View/FeatureServer/0/query?where=OBJECTID=961,Michigan open data (Michigan DNR; attribution requested),2026-06-14T16:49:07.111764+00:00,Jackson,Jackson,600 Greenwood Avenue,Southeast,,Governors;Civil War
historical_marker:mi-dnr-markers:mhc821971046,Indian Village,historical_marker,4,42.36209900000006,-82.99712099999994,"Indian Village
Abraham Cook purchased the area, now known as Indian Village, from two French farmers, Gabriel St. Aubin and Francois Rivard, during the first decades of the nineteenth century. The vicinity, known as the Cook Farms, was a race track from 1836 to 1893. In 1894 Cook’s heirs subdivided the property and named it Indian Village. The first home was built in 1895 and Indian Village developed into a distinctive single family residential community of over three hundred homes representing a diversity of popular styles of the late 1800s to early 1900s. Due to the unique combination of social and architectural history, Indian Village is one of the most significant neighborhoods in present-day Detroit. It was listed in the National Register of Historic Places in 1972.",,2020,erected,2020,,,,MI-DNR-Markers,MHC821971046,https://services3.arcgis.com/Jdnp1TjADvSDxMAX/arcgis/rest/services/Historical_Markers_Public_View/FeatureServer/0/query?where=OBJECTID=962,Michigan open data (Michigan DNR; attribution requested),2026-06-14T16:49:07.111764+00:00,Wayne,Detroit,Iroquois St & E Vernor Hwy.,Southeast,,
historical_marker:mi-dnr-markers:mhc332005006,State Highway Department / Horatio Earle,historical_marker,,42.734061000000054,-84.55820500099998,"State Highway Department
Created in 1905, the State Highway Department, the precursor to the Michigan Department of Transportation (MDOT), revolutionized U.S. highway travel.  Working with the Wayne County Road Commission, the agency paved the nation’s first mile of concrete rural highway on Woodward Avenue in Detroit in 1909.  It responded to growing automobile tourism by opening the first state-operated information center near New Buffalo in 1935.  During World War II the state’s first four-lane divided expressway carried workers from the Detroit area to Ford’s Willow Run bomber plan in Ypsilanti.  In 1973 MDOT expanded to include all transportation programs: ports, buses, aeronautics, marine, railroads, and non-motorized transportation.

Horatio Earle
In 1905, the year the State Highway Department was created, Michigan roads were quagmires of sand, mud, and clay that trapped horse-drawn vehicles and early automobiles alike.  Bicycle clubs, such as the League of American Wheelmen, led the effort to “reform” roads nationwide.  In Michigan, the first state highway commissioner, Horatio “Good Roads” Earle (1855-1935), a bicyclist himself, vowed to conquer “The Mighty Monarch Mud.”  A former state senator, Earle served as state highway commissioner until 1909.  Known as “the Father of Good Roads”, Earle helped open the state to commerce and tourism.  Monuments were erected in Cass City and Mackinaw City in his honor.  Although appreciative, Earle stated, “The monument I prize most is not measured by its height, but its length in miles.”",,2005,erected,2005,https://services3.arcgis.com/Jdnp1TjADvSDxMAX/arcgis/rest/services/Historical_Markers_Public_View/FeatureServer/0/963/attachments/1066,Michigan History Center,Michigan DNR Open Data,MI-DNR-Markers,MHC332005006,https://services3.arcgis.com/Jdnp1TjADvSDxMAX/arcgis/rest/services/Historical_Markers_Public_View/FeatureServer/0/query?where=OBJECTID=963,Michigan open data (Michigan DNR; attribution requested),2026-06-14T16:49:07.111764+00:00,Ingham,Lansing,425 West Ottawa Street,Central,,
historical_marker:mi-dnr-markers:mhc821976052,David Augustus Straker,historical_marker,1,42.33990200000005,-83.06517799899996,"David Augustus Straker
Here stood the home of an eminent Detroit Negro who distinguished himself as a lawyer, politician, and writer. A native of Barbados, Straker (1842-1908) came to America in 1867 and received a law degree from Howard University four years later. After a varied career in the South, he moved to Detroit and became counsel to William W. Ferguson, well-known black businessman. Straker won the celebrated 1890 case against the white owner of a saloon and restaurant who refused to serve Ferguson and a friend. Active in Republican politics as well as in legal affairs, Straker was elected circuit court commissioner. He wrote several books including a biography of Toussaint L’Ouverture and published and edited a weekly edition of the Detroit Advocate. Known as the “black Irish lawyer” because of his accent, Straker battled throughout his life for civil rights and racial pride.",,1977,erected,1977,,,,MI-DNR-Markers,MHC821976052,https://services3.arcgis.com/Jdnp1TjADvSDxMAX/arcgis/rest/services/Historical_Markers_Public_View/FeatureServer/0/query?where=OBJECTID=964,Michigan open data (Michigan DNR; attribution requested),2026-06-14T16:49:07.111764+00:00,Wayne,Detroit,928 Temple,Southeast,,African-American History
historical_marker:mi-dnr-markers:mhc731957036,Michigan's German Settlers,historical_marker,4,43.326452000000074,-83.74071799999996,"Michigan's German Settlers
<div>Fifteen German immigrants from Franconia, Bavaria, led by the Rev. August Craemer, founded Frankenmuth in 1845. They were advised to settle here by the Rev. Frederick Schmid, Lutheran pastor of Ann Arbor’s German colony, founded in the 1820´s. Other German agricultural villages were founded in the Saginaw Valley in the 1840´s and ´50´s. Here, as in many other areas of Michigan, German settlers have contributed greatly to the state’s cultural heritage.</div>",,1958,erected,1958,https://services3.arcgis.com/Jdnp1TjADvSDxMAX/arcgis/rest/services/Historical_Markers_Public_View/FeatureServer/0/965/attachments/1069,Michigan History Center,Michigan DNR Open Data,MI-DNR-Markers,MHC731957036,https://services3.arcgis.com/Jdnp1TjADvSDxMAX/arcgis/rest/services/Historical_Markers_Public_View/FeatureServer/0/query?where=OBJECTID=965,Michigan open data (Michigan DNR; attribution requested),2026-06-14T16:49:07.111764+00:00,Saginaw,Frankenmuth,Main Street,Central,,
historical_marker:mi-dnr-markers:mhc631974030,Byers Homestead,historical_marker,4,42.59121700000003,-83.48288500099994,"Byers Homestead
Two generations of the Byers family have resided at this site, said to be the home of the first white settler in Commerce Township. Abraham Walrod came here in 1825 from New York State and built a log cabin in what is now the village of Commerce. The present Early Victorian frame house erected prior to 1850 replaced the cabin. Now a country store, the barn is believed to have been a blacksmith shop. Other buildings on these grounds include a chicken coop and pantry. Traversed by the Huron River, the area attracted settlers, many of whom came westward via the Erie Canal, which opened in 1825. Inhabitants named their village Commerce hoping that its early growth would signal the beginning of a business center. Now a quiet residential village, the community features this picturesque and historic homestead.",,1977,erected,1977,https://services3.arcgis.com/Jdnp1TjADvSDxMAX/arcgis/rest/services/Historical_Markers_Public_View/FeatureServer/0/966/attachments/1072,Michigan History Center,Michigan DNR Open Data,MI-DNR-Markers,MHC631974030,https://services3.arcgis.com/Jdnp1TjADvSDxMAX/arcgis/rest/services/Historical_Markers_Public_View/FeatureServer/0/query?where=OBJECTID=966,Michigan open data (Michigan DNR; attribution requested),2026-06-14T16:49:07.111764+00:00,Oakland,Commerce Township,213 Commerce Road,Southeast,,
historical_marker:mi-dnr-markers:mhc731982032,George Nason House,historical_marker,2,43.185775000000035,-84.12064799999996,"George Nason House
George M. Nason (1859-1929) built this house in 1907-08. The Nason family had emigrated from Northampton, England, to Buffalo, New York, in 1832. George’s father, Robert (1831-1907), came to Chesaning in 1852 and engaged in farming and lumbering. In 1861 he purchased fifteen hundred acres of land about five miles from Chesaning and erected a sawmill. For over a decade, he also engaged in prosperous land speculative activities and by 1881, he was considered to be one of Chesaning’s wealthiest men.

George Nason House
George Nason (1859-1929) built this Georgian Revival-style house as a monument to his family’s success in the lumbering business. Its exterior features stately Ionic columns. A grand circular opening between the first and second floor dominates the interior. Nason family members lived in the house until 1945. The building remained a private residence until 1980, when it was opened to the public as an elegant dining establishment called the Chesaning Heritage House.",,1985,erected,1985,https://services3.arcgis.com/Jdnp1TjADvSDxMAX/arcgis/rest/services/Historical_Markers_Public_View/FeatureServer/0/967/attachments/2456,Michigan History Center,Michigan DNR Open Data,MI-DNR-Markers,MHC731982032,https://services3.arcgis.com/Jdnp1TjADvSDxMAX/arcgis/rest/services/Historical_Markers_Public_View/FeatureServer/0/query?where=OBJECTID=967,Michigan open data (Michigan DNR; attribution requested),2026-06-14T16:49:07.111764+00:00,Saginaw,Chesaning,605 West Broad St,Central,,
historical_marker:mi-dnr-markers:mhc331955001,Michigan State University--Founded 1855,historical_marker,,42.73196100000007,-84.48233199999999,"Michigan State University-- Founded 1855
On this site stood College Hall, first building in the United States erected for the teaching of scientific agriculture. Here began the first college of its kind in America, and the model for Land Grant colleges established under the Morrill Act of 1862. This act granted lands for the endowment of colleges to provide for “liberal and practical education . . . in the several pursuits and professions in life.”",,1955,erected,1955,https://services3.arcgis.com/Jdnp1TjADvSDxMAX/arcgis/rest/services/Historical_Markers_Public_View/FeatureServer/0/968/attachments/1075,Michigan History Center,Michigan DNR Open Data,MI-DNR-Markers,MHC331955001,https://services3.arcgis.com/Jdnp1TjADvSDxMAX/arcgis/rest/services/Historical_Markers_Public_View/FeatureServer/0/query?where=OBJECTID=968,Michigan open data (Michigan DNR; attribution requested),2026-06-14T16:49:07.111764+00:00,Ingham,East Lansing,Beaumont Tower,Central,,
