name,latitude,longitude,subtype,year,description,image_url,official_url,county,city
The First Presbyterian Church / The First Presbyterian Church,42.37687100000005,-85.45604599999996,,1981,"The First Presbyterian Church
Settlers from Hudson, Ohio, came to the Richland area (then known as Gull Prairie) in 1830. A year later a Presbyterian congregation was organized. Established under the 1801 Plan of Union adopted by the Presbyterians and Congregationalists for churches west of New York, the church originally served both denominations. The early “Presbygationalists” worshipped in log homes of the settlers until they built their first house of worship, a wood frame structure completed in 1837, on this site.

The First Presbyterian Church
Dedicated on February 27, 1861, during the…",,,Kalamazoo,Richland
Holy Family Church,42.33452700000004,-83.03781799999996,,1990,"Holy Family Church
In the early twentieth century immigrants from southern Italy and Sicily settled in Detroit’s northeast side. They first worshipped in a chapel at Saints Peter and Paul Church. In 1907 Father Giovanni Boschi arrived in Detroit and began a campaign to build a church for the Italian community. In 1908 Bishop John S. Foley canonized the church and named it Holy Family. Completed in November 1910, the Italian Renaissance basilica was designed by Edward A. Schilling of Detroit.",,,Wayne,Detroit
St. Thomas Episcopal Church,42.32036800000003,-85.18031199999996,,1959,"St. Thomas Episcopal Church
In 1839 Battle Creek’s first Episcopal service was conducted. Regular services were held in the schoolhouse after 1841 by the Reverend Montgomery Schuyler, then rector at Marshall. In appreciation he was given a team of horses. In 1842 Bishop Samuel McCoskry confirmed six candidates, and a parish was organized. A brick building on this site was consecrated on June 11, 1848. It was replaced by the present edifice thirty years later.",,,Calhoun,Battle Creek
A Bygone Lumbering Town,43.99565400000006,-86.47068499999995,,1957,"A Bygone Lumbering Town
Two centuries after Father Marquette’s death not far from here in 1675, timber from this area’s forests helped build America. Among the lumbering towns of the region was Hamlin, located on the Big Sable River at this site. Lumber from the sawmill was hauled by mule cars on a tramway to long piers on Lake Michigan. In 1888 the mill dam broke. The released waters wiped out the little village.",,,Mason,Ludington
Mount Avon Cemetery,42.67814500000003,-83.14111999999994,1,1993,"Mount Avon Cemetery
<div>In 1826, Mount Avon became the first officially platted cemetery in Oakland County. The “Old Ground” or “Historic Acre” contains headstones dating from 1817, the year the earliest settlers arrived in the area. Members of the Graham family, Rochester’s founders, are buried in Mount Avon, including James Graham (1818-1839), thought to be the first white child born in the county. In 1911 a statue of “Billy Yank” was erected in memory of Oakland County’s Civil War veterans.</div>",https://services3.arcgis.com/Jdnp1TjADvSDxMAX/arcgis/rest/services/Historical_Markers_Public_View/FeatureServer/0/1021/attachments/1125,,Oakland,Rochester
Herman & Lela Wilson / Wilson House,43.89170660000008,-85.79491509999997,,2009,"Herman & Lela Wilson
In 1915 Herman and Lela Wilson came to Yates Township with twenty-five people from Chicago to inspect the real estate that would become the African American resort of Idlewild.  The Wilsons promoted and sold property in Idlewild.  In 1921 they moved here permanently.  Between July 1922 and August 1925 the couple platted three subdivisions, giving the streets names such as paradise Path, Righteous Road, Wisdom Way and Kindness Avenue.

Wilson House
Built in 1927, this fieldstone bungalow reflects the prominence of its first occupants, Herman and Lela Wilson, who were among…",,,Lake,Idlewild
Wayne State University,42.355718000000024,-83.06670399999996,,1958,"Wayne State University
Here in the Central High building, completed in 1896, was founded in 1917 Detroit Junior College, from which grew a college of liberal arts. It united with other colleges, some begun here and some bearing notable histories in other parts of the city, to form a municipal institution, which in 1934 was named Wayne University. The oldest college, that of medicine, began in 1868. Wayne, with its ten colleges and schools, was sustained by the people of Detroit through their board of education until 1956, when it became a state university.",,,Wayne,Detroit
Daniel Hale Williams / Williams House,43.89454480000006,-85.78525184999995,,2009,"Daniel Hale Williams
Despite prevailing racial discrimination during the early twentieth century, Daniel Hale Williams, an African American, was a leading Chicago surgeon.  In 1891 he founded Provident Hospital as a training hospital for black nurses and doctors.  Three years later U.S. president Grover Cleveland named him surgeon-in-chief of Freedman’s Hospital in Washington, DC.  An auditorium and atrium at Northwestern University’s medical school bear Williams’ name.

Williams House
Dr. Daniel Hale Williams (1858-1931) and his wife, Alice (1866-1924), were among Idlewild’s earliest residen…",,,Lake,Idlewild
The Morton House,42.11860500000006,-86.44656099999997,4,1964,"The Morton House
This house, built in 1849 by Eleazar Morton and his son Henry, was occupied until 1936 by four generations of Mortons. The oak framed barn was built in 1840. Members of the Morton family, pioneers in this area, were prominent in Benton Harbor’s early development. The porch on the house was often called the “Indian Hotel” because Henry Morton allowed the Potawatomi Indians to sleep here on their way to St. Joseph to sell their baskets. J. Stanley Morton, president of the Graham and Morton Transportation Company, modernized the house and added the pillars in 1912. He left his h…",,,Berrien,Benton Harbor
Fractional District No. 9 School,42.43299520000005,-82.91018127999996,,2008,"Fractional District No. 9 School
Known as the Cook School, this structure was built in 1890 near the corner of present-day Mack Avenue and Lochmoor Boulevard. Slated for demolition, it was moved to this site in 2006. The stickwork in the gable distinguishes the building from many other one-room schools. Children from Gratiot and Grosse Pointe Townships attended the school until 1922 when the district combined with four others to form the Rural Agricultural School District No. 1.",,,Wayne,Grosse Pointe Woods
Newburg Methodist Church,42.35967900000003,-83.40270100099997,,1995,"Newburg Methodist Church
By 1834 there were two religious societies in Newburg, one Methodist and one Congregational. The Methodist society was part of the Plymouth Circuit and served by itinerant ministers. The Reverend Marcus Swift was the first pastor. A strident antislavery advocate, Swift openly criticized the Methodist conference for its silence on the issue. In 1841 he seceded. Methodists constructed their first church in 1846. Two years later the Congregationalists built a church. Each society hosted worship services on alternate Sundays. In 1888 the two organizations merged under the…",,,Wayne,Livonia
Glenwood Cemetery,43.00706700000006,-83.72159199999999,,1989,"Glenwood Cemetery
Glenwood Cemetery was established in 1857. It is one of only a few mid-nineteenth-century Michigan cemeteries to feature a rolling landscape with winding roadways. The original cemetery, the western section of the present grounds, displays a broad range of historic funerary art. The focal point of the eastern portion, developed in 1925, is a granite Neoclassical-style public mausoleum. Among those buried in Glenwood are: Jacob Smith, Flint’s first white settler; Governors Henry H. Crapo and Josiah Begole; Lieutenant Governor William M. Fenton; William A. Patterson and James…",,,Genesee,Flint
Battle Creek Sanitarium / Percy Jones General Hospital,42.326568000000066,-85.18994399999997,,1990,"Battle Creek Sanitarium
The Battle Creek Sanitarium opened in 1866 as the Western Health Reform Institute. The institute was founded on health principles advocated by the Seventh-Day Adventist Church. In 1876 Dr. John Harvey Kellogg became the medical superintendent at the sanitarium. Kellogg’s many innovations included the use of radiation therapy for cancer patients and the invention of flaked cereal. The sanitarium burned in 1902; the following year a six-story Italian Renaissance Revival-style building, designed by Dayton, Ohio, architect Frank M. Andrews, was constructed. Kellogg’s broth…",,,Calhoun,Battle Creek
Newman African Methodist Episcopal Church,42.62809800000008,-83.29555699999997,,1996,"Newman African Methodist Episcopal Church
In 1861 the Reverend Augustus Green organized Oakland County’s first African American church. Services were held in homes, in a church basement, and in a schoolhouse. In 1868 they incorporated as Newman African Methodist Episcopal Church, named for George Newman, a founding member. The congregation bought a church building on Auburn Avenue in 1872, worshipping there until 1961, when the city acquired the land for urban renewal. The present church was built in 1963. On July 12, 1920, the Newman Men’s Club established the Oakland County Chapter of the N…",,,Oakland,Pontiac
Battle of Brownstown,42.09441700000008,-83.19916700099998,4,1958,"Battle of Brownstown
In this vicinity on August 5, 1812, six weeks after the outbreak of war, an Indian force, led by the famous Shawnee chief Tecumseh, ambushed about two hundred Americans under Major Thomas Van Horne who were on the way south to the River Raisin. There supplies vitally needed by Hull’s army in Detroit were awaiting an escort through the Indian blockade of the River Road. Tecumseh opened fire as the Americans forded Brownstown Creek. Van Horne, overestimating the Indians’ numbers, ordered his men to fall back. The retreat soon became a panic-stricken flight back to Fort Lern…",https://services3.arcgis.com/Jdnp1TjADvSDxMAX/arcgis/rest/services/Historical_Markers_Public_View/FeatureServer/0/1032/attachments/2332,,Wayne,Gibraltar
LeRoy Township District No. 6 School,42.66802777777778,-84.17386111111111,4,1994,"LeRoy Township District No. 6 School
In 1856 Webberville’s first school was built on the Lansing and Howell plank road, present-day Grand River Avenue. In 1872 the William McPherson family recorded the first plat for the village, originally named LeRoy. Four years later a three-room wooden school was built on Main Street on land donated by the McPhersons. The school accommodated a growing population, spurred by increased activity brought about by the plank road and the Detroit, Lansing & Lake Michigan Railroad. In 1912 the present school was completed; it served as a high school until 1960. T…",https://services3.arcgis.com/Jdnp1TjADvSDxMAX/arcgis/rest/services/Historical_Markers_Public_View/FeatureServer/0/1033/attachments/2260,,Ingham,Webberville
Life Saving Station / Life Saving Station,46.69944000000004,-85.42229999999995,,1980,"Life Saving Station
Here stood the Two-Hearted River Life Saving Station, built in 1876. This station, like many others on the Great Lakes, was of the second class—erected at a cost of $4,790 and manned by volunteer crews. The facility, a simple two-story building with a small lookout tower, housed a lifeboat and other necessary equipment for recovering endangered sailors. An average crew consisted of six to eight experienced surfmen. In 1915 the Life Saving Service was integrated into the U.S. Coast Guard.

Life Saving Station
Several shipwrecks occurred near the mouth of the Two-Hearted Riv…",,,Luce,Newberry
St. Andrew's Cemetery,42.94678300000004,-85.65900399999998,,1989,"St. Andrew's Cemetery
On August 5, 1852, Father Charles Louis DeCeuninck purchased ten acres of land for the formation of Saint Andrew’s Cemetery. The land was deeded to Bishop Lefevere on December 7, 1852. It was the first permanent Catholic cemetery in Grand Rapids. Louis Campau, the founder of Grand Rapids, and his wife, Sophie DeMarsac Campau, are buried in Saint Andrew’s. Also buried here are Father Andrew Viszoczky, an early priest of Grand Rapids and the pastor of Saint Andrew’s Church, and John Clancy, a lumberman and philanthropist.",,,Kent,Grand Rapids
Jail and Sheriff's Residence,45.63945700000005,-84.48272799899996,2,2005,"Jail and Sheriff's Residence
This structure served as the Cheboygan County sheriff’s residence and jail from 1880 to 1969.  The building originally had seven cells.  Faced with overcrowding, the county built an additional sixteen cells in 1912.  During the local lumber boom (1860-1920) drunken rowdy lumbermen sobered up in the jail.  The inmates often did chores in exchange for their bed and meals prepared by the sheriff’s wife.  In 1972 the building became a museum devoted to Cheboygan County history.

Jail and Sheriff's Residence
Of all the lawmen who lived in this building, Sheriff Frederi…",,,Cheboygan,Cheboygan
West Michigan Summer Resorts / Jewish Resorts,42.40975400000008,-86.27701400099994,,2010,"West Michigan Summer Resorts
After the American Civil War (1861-1865) a new wealthy class arose with the time and means to escape the grime of industrialized cities for the summer “Season.”  In the 1870s the Little Traverse Bay region became one of Michigan’s first popular resort areas.  Early vacationers came by passenger steamer on the Great Lakes.  Railroad companies later developed their own resorts.  By 1922 improvements on the West Michigan Pike and state parks made the dunes of West Michigan much more accessible.  Inexpensive automobile travel enabled the rising middle class to vacatio…",https://services3.arcgis.com/Jdnp1TjADvSDxMAX/arcgis/rest/services/Historical_Markers_Public_View/FeatureServer/0/1039/attachments/1134,,Van Buren,South Haven
World's Largest Cement Plant,45.07109076754922,-83.41284809090989,4,1958,"World's Largest Cement Plant
Portland cement, so-called because it resembles in color stone from the Isle of Portland, in the British Isles, was first produced in the United States in 1871, and  in Michigan in 1896. Because of Alpena’s location in the midst of immense limestone deposits, the Huron Portland Cement Company, founded at Detroit in 1907, chose this site for its plant. Cement production began here in 1908. Able management and skilled workmen made this the world’s largest cement plant. From Thunder Bay, ships of the Huron fleet deliver cement to all parts of the Great Lakes region.",,,Alpena,Alpena
Belding City Hall,43.097185000000025,-85.22987899999998,,2012,"Belding City Hall
On April 1, 1912, the citizens of Belding voted to issue a $15,000 bond to build a new city hall. At the time, the city jail was housed in an old barn and the dilapidated building rented by the city as a firehouse was called a “burning shame.” Belding was then a growing city made prosperous by the silk industry. Dedicated on Decoration Day (now known as Memorial Day) 1913, the new City Hall consolidated local services into a modern building. This Classical Revival brick and sandstone building was designed by the Grand Rapids based architectural firm Osgood and Osgood. City H…",,,Ionia,Belding
Battle Alley,42.790913000000046,-83.62676999999996,,1978,"Battle Alley
This historic district was once the scene of frequent brawls. In 1880 an uproar between local rowdies and workers of a traveling circus rendered so many bruised, beaten and jailed that this street was thus named “Battle Alley.” Carry A. Nation, “Kansas saloon smasher,” came to Holly on August 28, 1908, at the request of the local prohibition committee. Wielding her umbrella, she strode through the alley’s bars bellowing about the “Demon Rum” and its sins. In 1910 Battle Alley became the first brick street in the village.",,,Oakland,Holly
Inland Waterway,45.40254800000008,-84.62339399999996,4,2014,"Inland Waterway
The glaciers of the last Ice Age retreated to the north some twenty-five thousand years ago, leaving behind the lakes that rank as Michigan’s most notable geographical feature. Among the state’s largest inland lakes is Burt Lake, named after William A. Burt, who, together with Henry Mullett, made a federal survey of the area from 1840 to 1843.  By following the Cheboygan River, Mullett Lake, and Indian River to Burt Lake, then up Crooked River to Crooked Lake, Indians and fur traders had only a short portage to Little Traverse Bay. Thus they avoided the trip through the Strait…",https://services3.arcgis.com/Jdnp1TjADvSDxMAX/arcgis/rest/services/Historical_Markers_Public_View/FeatureServer/0/1043/attachments/1137,,Cheboygan,Indian River
St. Wenceslaus Church and Cemetery,45.062245000000075,-85.67275900099997,,1990,"St. Wenceslaus Church and Cemetery
In the 1860s and 1870s settlers from Bohemia (now part of Czechoslovakia) came to this area and worked at the Leland Lake Superior Iron Foundry and the Gill sawmill. Catholics attended mass at Holy Trinity Church in Leland until the church burned in 1880. In 1890 the first St. Wenceslaus Church was built and the cemetery established. Ornate metal grave markers reflect the Bohemian heritage, as do the names Bourda, Houdek, Hula, Jelinek, Kalchick, Kirt, Kolarik, Korson, Kovarik, Maresh, Novotny, Reicha, and Sedlacek, which appear in the cemetery. The church m…",https://services3.arcgis.com/Jdnp1TjADvSDxMAX/arcgis/rest/services/Historical_Markers_Public_View/FeatureServer/0/1045/attachments/1138,,Leelanau,Suttons Bay
Five Channels Dam Workers Camp,44.45498930000008,-83.67651519999998,,2005,"Five Channels Dam Workers Camp
Consumers Power Company (now Consumers Energy) built Five Channels Dam in 1911 and 1912. It was the second of six hydroelectric plants to be built on the lower Au Sable River by the Foote brothers of Jackson (the founders of Consumers Power).  During construction the company sought to provide a healthy environment for workers and their families by building a forty-five-acre camp complete with a central water supply and sewage system, icehouse, school, washroom, store, and boardinghouse. Workers received land on which to build a house. Housing ranged from log or…",,,Iosco,Oscoda
Power House,43.52332400000006,-84.69518599999998,,1985,"Power House
The Shepherd Village Power House was built in 1908-09. It housed the community’s first electric plant and water pumps. The thirty-five-kilowatt dynamo, driven by a coal gas engine, operated from 1909 to 1912. From 1913 to 1925 outside power was transmitted through the facility. In 1925 Consumers Power Company purchased the village distribution system, and the Power House ceased operations. Part of the building was used as a village council hall until 1957. The Shepherd Area Historical Society began using it in 1982.",,,Isabella,Shepherd
Henry Ford's Honeymoon House / Henry Ford's Honeymoon House,42.32726900000006,-83.33506299999993,,1981,"Henry Ford's Honeymoon House
Henry Ford and Clara Bryant were married on April 11, 1888. Soon afterwards construction of this house, known as both the Honeymoon House and the Square House, began in Dearborn. Ford built the one-bedroom house himself using timber cut and sawed at his sawmill. The specifications for the kitchen, sitting room, parlor, and bedroom were provided by his bride. Later Ford added his workship, where he often experimented with gasoline engines.

Henry Ford's Honeymoon House
In 1891 the Fords left this house for Detroit where Ford’s career as an automaker began. They kep…",,,Wayne,Garden City
The Grand River / Grand River History,42.739220000000046,-84.54835199999997,,1990,"The Grand River
The Grand River and its valley were formed by the melting of the continental glacier that retreated from this area some twelve thousand years ago. Known by Chippewa Indians as “Washtanong” (further country) and by the French as “le Riviere Grand,” the Grand is Michigan’s longest river. From its headwaters in northern Hillsdale and southern Jackson Counties, it flows 270 river miles and drops 460 feet in elevation before entering Lake Michigan at Grand Haven. Together with its tributaries, it drains a 5,570-square-mile watershed, including all or part of eighteen counties. Lans…",https://services3.arcgis.com/Jdnp1TjADvSDxMAX/arcgis/rest/services/Historical_Markers_Public_View/FeatureServer/0/1049/attachments/1140,,Ingham,Lansing
Buel Methodist Episcopal Church,43.26140600000008,-82.72196999999994,1,1987,"Buel Methodist Episcopal Church
This handsome building was the first church erected in Buel Township. Known as the Buel United Methodist Church, it was dedicated on December 3, 1882. The founding trustees were Robert Jolley, David Chewings, Halver Hulverson, Nicholas Van Natter, Frank Chambers, James Van Camp and Isaac Horton. The 1910 addition of the Gothic style stained glass windows gave the church its present appearance. It received its current name in 1968.",https://services3.arcgis.com/Jdnp1TjADvSDxMAX/arcgis/rest/services/Historical_Markers_Public_View/FeatureServer/0/1050/attachments/1143,,Sanilac,Croswell
The Allegan Road,42.654224000000056,-86.18383799899999,1,1994,"The Allegan Road
When Allegan County was organized in 1835, the only road from the interior to Lake Michigan followed an Indian trail along the Kalamazoo River. In 1838 Ralph Mann of Connecticut was supervising improvements at the short-lived town of Richmond. He and two men widened the trail eight miles from Richmond toward Allegan. Beginning in the 1840s stagecoaches traveled the road used by settlers, traders and trappers. When river conditions prohibited boat travel, the Allegan Road provided an important link between the county seat and the lake.",,,Allegan,Saugatuck
First Presbyterian Church,42.24495814905518,-83.6144342361168,3,1993,"First Presbyterian Church
Originally built in 1857 with a single, central spire, the First Presbyterian Church was greatly enlarged and rededicated in 1899. Detroit architect Julius Hess redesigned the church, using the original sanctuary walls, and added a columned entrance portal and twin towers. The cupola-topped towers are reminiscent of English Baroque churches, yet the interior and overall design reflect Renaissance architecture. The rose window was made by Tiffany and Company of New York.",https://services3.arcgis.com/Jdnp1TjADvSDxMAX/arcgis/rest/services/Historical_Markers_Public_View/FeatureServer/0/1052/attachments/1145,,Washtenaw,Ypsilanti
Holland City Hall and Firehouse No. 2 / Holland City Hall and Firehouse No. 2,42.79024100000004,-86.10236199899998,2,1993,"Holland City Hall and Firehouse No. 2
The city of Holland bought this lot in 1882, and contractor James Huntley began construction of a fire hall the next year. Completed in 1884, the building housed Holland’s city offices and library until 1912, and served as a fire hall until 1978. During World War II the west annex was built. In 1983 the firehouse was rehabilitated for use as office space. Grooves in the engine house floor that provided traction for the horses have been filled, and the doors, once replaced to accommodate trucks, have been restored.

Holland City Hall and Firehouse No. 2
On…",,,Ottawa,Holland
Buick Motor Company / Buick Motor Company,43.03478700000005,-83.68794099999997,,1994,"Buick Motor Company
David Dunbar Buick incorporated the Buick Motor Company in Detroit on May 19, 1903, and moved operations to Flint that fall. Flint’s first Buick, completed at a plant on West Kearsley Street, was successfully driven roundtrip to Detroit in July 1904. Motor Age magazine described the Buick as “a little machine that has attracted an immense amount of attention . . . owing to its high power and low price.” William C. Durant of Flint’s Durant-Dort Carriage Company assumed management of Buick in November. In 1905 Durant moved assembly operations briefly to Jackson, then began c…",,,Genesee,Flint
St. Thomas Aquinas Roman Catholic Parish / Monsignor Jerome V. MacEachin,42.74441600000006,-84.47221199999996,,1988,"St. Thomas Aquinas Roman Catholic Parish
Founded in 1940 by Bishop Joseph H. Albers, St. Thomas Aquinas was the largest parish in the Diocese of Lansing by 1988. The first Catholic parish established in East Lansing, it also served Okemos, Haslett and Bath. The church took its name from the scholar St. Thomas Aquinas because it originally served as the Michigan State University parish. During the pastorate (1943-1978) of Monsignor Jerome V. MacEachin, the present church site was purchased. The parish school was opened in 1949 and the present church was dedicated in 1968. It features a mosaic…",,,Ingham,East Lansing
Decatur Township Hall,42.10860400000007,-85.97446599999995,,1981,"Decatur Township Hall
Constructed at the turn of the century, this building replaced the original 1870 township hall. A Georgian Revival brick and stone structure, it was dedicated on September 19, 1901. Besides township activities, the hall has been the setting for traveling medicine shows, school plays, and a greeting card factory. It is now used for township meetings and local elections. Since 1970 it has also housed the Decatur Community Museum.",,,Van Buren,Decatur
Del Shannon / Runaway,42.31833400000005,-85.18404699999996,,1990,"Del Shannon
In late 1960 the Hi-Lo Club, located on this site, “rocked” when the Charlie Johnson Band played “Runaway” for the first time. Johnson, whose real name was Charles Westover, was born in Grand Rapids and raised in Coopersville. In 1960 Westover (1934-1990) signed with Detroit’s Big Top Records and adopted the stage name Del Shannon. According to the New York Times, Shannon’s 1963 recording of “From Me To You” was the first American release of a Lennon and McCartney song. His last hit was “Sea of Love” in 1982.

Runaway
Del Shannon wrote the lyrics for “Runaway” and recorded the son…",,,Calhoun,Battle Creek
Mio Hydroelectric Plant / Hydroelectric Power,44.66241100000008,-84.13031809999995,,2005,"Mio Hydroelectric Plant
The Mio Hydroelectric Plant was the fourth of six hydros built on the lower Au Sable River between 1909 and 1924 by Consumers Power Company, later Consumers Energy. Completed in 1916, it was the first hydro to pass excess river flow through concrete passageways or conduits built into the foundation of the powerhouse rather than over the dam through an above ground gated spillway, which was more costly. Known as a conduit spillway, it was invented and patented by William W. Tefft, a civil and hydraulic engineer for Consumers Power. (A gated spillway was also built.) In…",,,Oscoda,Mio
Holcombe Beach,42.56915212100006,-83.01008952299998,5,2023,"Holcombe Beach
More than 10,000 years ago, people began living on the land we now call Michigan. They arrived after the last glaciers retreated. Caribou, mastodons, mammoths and other animals roamed the plains and marshes in a cool, wet climate. Anishinaabek (Odawa, Ojibwe and  Potawatomi) refer to these people and those who came after them as “the Ancestors.” The early Ancestors were mobile, adept groups of hunters, fishers and harvesters. Some of them camped on a sandy ridge near here, now called “Holcombe Beach.” Those Ancestors used stone knives, projectile points, scrapers and gravers, m…",https://services3.arcgis.com/Jdnp1TjADvSDxMAX/arcgis/rest/services/Historical_Markers_Public_View/FeatureServer/0/1059/attachments/1147,,Macomb,Sterling Heights
Jacob and Rebecca Fuerst Farmstead / Jacob and Rebecca Fuerst Farmstead,42.46332400000006,-83.49433199999999,2,2000,"Jacob and Rebecca Fuerst Farmstead
In 1827 Gamaliel Simmons of New York purchased 160 acres of land from the federal government in what was then Farmington Township. In 1830 the first Novi town meeting was held in the Simmons residence, a Greek Revival structure that stood on this site until the current house was built in 1931. The basement of this house contains the cellar of the Simmons house and incorporates salvaged doors and trim in the interior. The farm had several owners until Jacob and Rebecca Fuerst of Greenfield Township bought it in 1918. The north barn was built by the Dennis fam…",,,Oakland,Novi
Swedish Evangelical Lutheran Sion Church,43.59721900000005,-83.90105399999999,3,1990,"Swedish Evangelical Lutheran Sion Church
During the 1870s, Swedish immigrants arrived in Bay County. By 1880 many Swedes had settled in West Bay City. In October of that year, fifty people organized the Swedish Evangelical Lutheran Sion Church, affiliated with the Augustana Synod. A year later, a church and parsonage were built here on land donated by lumberman Henry W. Sage. In 1938 the church was renamed Messiah Evangelical Lutheran Church. The present building was completed in 1956.",https://services3.arcgis.com/Jdnp1TjADvSDxMAX/arcgis/rest/services/Historical_Markers_Public_View/FeatureServer/0/1062/attachments/1150,,Bay,Bay City
Khardomah Lodge / Susan Hill Yerkes,43.05133300000006,-86.24269999999996,2,2000,"Khardomah Lodge
In 1873 lumberman James Brayton built a cottage here, which he and his wife named “Khardomah Lodge.” Susan Hill Yerkes bought the property in 1919, adding thirteen rooms and converting the cottage to a summer hotel, thus beginning Khardomah’s history as a part of Grand Haven’s tourism industry. From 1938 to 1984 the lodge was owned by Jennie Smith and her daughter Helen Unger. Families from as far away as St. Louis and Little Rock returned to Khardomah each summer.

Susan Hill Yerkes
Susan Hill Yerkes owned Khardomah Lodge from 1919 to 1937. Yerkes (1861-1937) was highly educa…",,,Ottawa,Grand Haven
First Presbyterian Church,41.835788000000036,-83.86725999999999,,1966,"First Presbyterian Church
This church was organized in 1829, one of the oldest Presbyterian groups in the state. The sanctuary, completed in 1849, is largely the work of the Reverend John Monteith, who preached here 1845-55. A graduate of Princeton Seminary, he came to Michigan in 1816. In that year he founded the first Protestant society in Detroit. In 1817 he became the first president of the University of Michigan. After his service in Blissfield, he retired from active ministry.",,,Lenawee,Blissfield
Western Michigan University,42.28452400000003,-85.61175600099995,4,1957,"Western Michigan University
Established by legislative act in 1903 as Western State Normal School, the first classes were held in 1904. The first permanent building, completed in 1905, overlooked the city from Prospect Hill. By the 1920s Western had become one of America’s leading teachers’ colleges. Starting in 1934 general degree work was offered. An expansion program on the west campus began in 1944. Increasing enrollment and the addition of new departments and courses during the 1940s and 1950s made Western a multi-purpose institution and led to its designation as a university by an act o…",,,Kalamazoo,Kalamazoo
Fitzgerald Park,42.75973600000003,-84.76085700099998,,1978,"Fitzgerald Park
Migrant Indian tribes led by the famous Chief Okemos called this area “Big Rocks.” They came here in early spring to tap the sugar maples. Later, the beauty of the ledges and woods attracted the Grand Ledge Spiritualist Camp Association, which, in 1894, established a summer campground and erected the large pavilion which still stands. Thousands of spiritualists came here for summer encampments until the turn of the century. In 1919 the city of Grand Ledge bought the property and named it Riverside Park. The pavilion was used for dances, roller skating, and basketball. During W…",https://services3.arcgis.com/Jdnp1TjADvSDxMAX/arcgis/rest/services/Historical_Markers_Public_View/FeatureServer/0/1066/attachments/1155,,Eaton,Grand Ledge
Erwin Central School,46.420893000000035,-90.13537199999996,,2012,"Erwin Central School
In 1909 the newly formed Erwin Township School District built this one-room schoolhouse. The school served the area’s Finnish-born mining, logging, and farming families. The township bought the school in 1928 and altered it for use as the Town Hall and a community building. Some classes continued to be held here until 1931, when the district consolidated its five one-room schoolhouses into the nearby K. P. Silberg Central School.",https://services3.arcgis.com/Jdnp1TjADvSDxMAX/arcgis/rest/services/Historical_Markers_Public_View/FeatureServer/0/1067/attachments/1157,,Gogebic,Erwin Township
Detroit Plaindealer,42.332396000000074,-83.04983000099998,6,2020,"Detroit Plaindealer
The office of the Plaindealer, Detroit’s first successful black newspaper, was located on this site. Founded in 1883 by five young men, it served as an advocate of black interests in Michigan and throughout the Midwest. Especially concerned with developing racial pride, the paper preferred the designation Afro-American rather than Negro, and encouraged the support of black businessmen and politicans. Its managing editor, Robert Pelham Jr., was perhaps the best-known black political figure in late nineteenth-century Detroit. In 1889 he helped organize the Afro-American Leag…",https://services3.arcgis.com/Jdnp1TjADvSDxMAX/arcgis/rest/services/Historical_Markers_Public_View/FeatureServer/0/1071/attachments/1165,,Wayne,Detroit
Le Cote Du Nord-Est,42.33546300000006,-83.01661599999994,,1974,"Le Cote' Du Nord-Est
After founding Detroit in 1701, the Sieur de Cadillac divided the land northeast of Fort Pontchartrain into long, narrow “ribbon” farms each fronting on the river. The first settlers, thus, had easy access to the waterway for irrigation and transportation, and to the fort for defense. The Campaus, one of Detroit’s prominent early families, were established along this côté du nord-est, or northeastern coast, for several generations. In 1874 the site became the headquarters of Parke, Davis and Company, established in 1866 by Dr. Samuel P. Duffield and Hervey C. Parke and jo…",,,Wayne,Detroit
McKeown Road Bridge,42.61544077219691,-85.23641972000658,1,1998,"McKeown Road Bridge
This steel Pratt through truss bridge was erected for Hastings Township in 1903. The township contracted with the Massillon Bridge Company of Massillon, Ohio, for $2,090, to fabricate and erect the steel bridge. In operation from 1869 to the 1930s, the firm was a leading producer of metal truss highway bridges throughout the lower Great Lakes region. The McKeown Road Bridge is the last metal truss highway bridge in Barry County.",https://services3.arcgis.com/Jdnp1TjADvSDxMAX/arcgis/rest/services/Historical_Markers_Public_View/FeatureServer/0/1074/attachments/2151,,Barry,Hastings
Michigan Manufacturers Association / Michigan Manufacturers Association,42.72663600000004,-84.55471499999999,,1987,"Michigan Manufacturers Association
Since its 1902 founding, the Michigan Manufacturers Association has dealt with many important business issues. Beginning in 1908 the MMA organized employers to establish a system for compensating injured workers. In 1912 based on a proposal authored by the MMA, Michigan’s first Workers Compensation Act became law. In 1943 the Michigan Manufacturers Association became the first such association in the nation to offer group insurance programs to its members.

Michigan Manufacturers Association
In 1902 the Michigan Manufacturers Association (MMA) held its first…",,,Ingham,Lansing
Indian Village,46.04085800000007,-88.50954999999999,,1980,"Indian Village
Here, in October 1851, U.S. surveyor Guy H. Carleton discovered an Ojibwa (Chippewa) Indian village, cemetery, and campground. Chief Edwards, last ruler at Chicaugon Lake, received a patent for this land in 1884. Selling it in 1891, he and his wife Pentoga, for whom this area is named, moved to the Lac Vieux Desert area. By 1903 only a few burial houses and a brush fence remained from the ancient village. Iron County engineer Herbert Larson Sr. convinced the county to buy the property and restore it as a park honoring the area’s first inhabitants. It was dedicated in 1922.",,,Iron,Gaastra
